rank,label,display_label,model,thinking_level,barrage_profile,accuracy_pct,accuracy_ci_95,answer_accuracy_pct,format_accuracy_pct,strict_accuracy_pct,obvious_failure_rate_pct,correct,answer_correct,format_correct,strict_correct,scored_samples,provider_errors,timeouts,total_tokens,total_tokens_display,estimated_cost_usd,cost_per_correct_usd,tokens_per_correct,overthinking_index,reasoning_token_source,cost_warnings,summary_dir
186,Mistral: Codestral 2508,Mistral: Codestral 2508 (provider default),openrouter/mistralai/codestral-2508,provider default,hard_obvious_8x28_seed_20260531,79.0,73.2-83.8%,79.0,87.9,67.0,21.0,177,177,197,150,224,0,0,3855,3.85k,0.0013149,0.00000743,22,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-034-registry-openrouter-174-mistralai-codestral-2508
187,Meta: Llama 4 Scout,Meta: Llama 4 Scout (provider default),openrouter/meta-llama/llama-4-scout,provider default,hard_obvious_8x28_seed_20260531,78.6,72.7-83.4%,78.6,80.4,58.9,21.4,176,176,180,132,224,0,0,4372,4.37k,0.00040564,0.0000023,25,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-012-registry-openrouter-107-meta-llama-llama-4-scout
188,Mistral: Ministral 3 8B 2512,Mistral: Ministral 3 8B 2512 (provider default),openrouter/mistralai/ministral-8b-2512,provider default,hard_obvious_8x28_seed_20260531,78.6,72.7-83.4%,78.6,87.9,66.5,21.4,176,176,197,149,224,0,0,3856,3.86k,0.0005784,0.00000329,22,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-008-registry-openrouter-094-mistralai-ministral-8b-2512
189,Meta: Llama 3.2 11B Vision Instruct,Meta: Llama 3.2 11B Vision Instruct (provider default),openrouter/meta-llama/llama-3.2-11b-vision-instruct,provider default,hard_obvious_8x28_seed_20260531,78.6,72.7-83.4%,78.6,98.7,77.2,21.4,176,176,221,173,224,0,0,4354,4.35k,0.00106673,0.00000606,25,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-018-registry-openrouter-177-meta-llama-llama-3-2-11b-vision-instruct
190,IBM: Granite 4.0 Micro,IBM: Granite 4.0 Micro (provider default),openrouter/ibm-granite/granite-4.0-h-micro,provider default,hard_obvious_8x28_seed_20260531,78.1,72.3-83.0%,78.1,100.0,78.1,21.9,175,175,224,175,224,0,0,10877,10.88k,0.00023355,0.00000133,62,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-025-openrouter-041-ibm-granite-granite-4-0-h-micro
191,Sao10K: Llama 3 8B Lunaris,Sao10K: Llama 3 8B Lunaris (provider default),openrouter/sao10k/l3-lunaris-8b,provider default,hard_obvious_8x28_seed_20260531,77.7,71.8-82.6%,77.7,100.0,77.7,22.3,174,174,224,174,224,0,0,7820,7.82k,0.00031696,0.00000182,45,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-017-openrouter-121-sao10k-l3-lunaris-8b
192,Google: Gemma 3 4B,Google: Gemma 3 4B (provider default),openrouter/google/gemma-3-4b-it,provider default,hard_obvious_8x28_seed_20260531,77.2,71.3-82.2%,77.2,87.9,65.2,22.8,173,173,197,146,224,0,0,4544,4.54k,0.00019468,0.00000113,26,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-001-registry-openrouter-109-google-gemma-3-4b-it
193,Mistral: Ministral 3 14B 2512,Mistral: Ministral 3 14B 2512 (provider default),openrouter/mistralai/ministral-14b-2512,provider default,hard_obvious_8x28_seed_20260531,77.2,71.3-82.2%,77.2,87.5,64.7,22.8,173,173,196,145,224,0,0,13899,13.90k,0.0027798,0.00001607,80,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-014-registry-openrouter-093-mistralai-ministral-14b-2512
194,TheDrummer: UnslopNemo 12B,TheDrummer: UnslopNemo 12B (provider default),openrouter/thedrummer/unslopnemo-12b,provider default,hard_obvious_8x28_seed_20260531,76.8,70.8-81.8%,76.8,100.0,76.8,23.2,172,172,224,172,224,0,0,7433,7.43k,0.0029732,0.00001729,43,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-056-openrouter-068-thedrummer-unslopnemo-12b
195,Microsoft: Phi 4,Microsoft: Phi 4 (provider default),openrouter/microsoft/phi-4,provider default,hard_obvious_8x28_seed_20260531,76.3,70.4-81.4%,76.3,67.9,44.2,23.7,171,171,152,99,224,0,0,8959,8.96k,0.00071539,0.00000418,52,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-028-openrouter-066-microsoft-phi-4
196,LiquidAI: LFM2-24B-A2B,LiquidAI: LFM2-24B-A2B (provider default),openrouter/liquid/lfm-2-24b-a2b,provider default,hard_obvious_8x28_seed_20260531,75.9,69.9-81.0%,75.9,100.0,75.9,24.1,170,170,224,170,224,0,0,8031,8.03k,0.00028611,0.00000168,47,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-026-openrouter-030-liquid-lfm-2-24b-a2b
197,Qwen: Qwen3 VL 8B Instruct,Qwen: Qwen3 VL 8B Instruct (provider default),openrouter/qwen/qwen3-vl-8b-instruct,provider default,hard_obvious_8x28_seed_20260531,75.9,69.9-81.0%,75.9,100.0,75.9,24.1,170,170,224,170,224,0,0,4449,4.45k,0.000554,0.000003,26,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-021-registry-openrouter-098-qwen-qwen3-vl-8b-instruct
198,Tencent: Hunyuan A13B Instruct,Tencent: Hunyuan A13B Instruct (provider default),openrouter/tencent/hunyuan-a13b-instruct,provider default,hard_obvious_8x28_seed_20260531,75.9,69.9-81.0%,75.9,100.0,75.9,24.1,170,170,224,170,224,0,0,7638,7.64k,0.00129937,0.00000764,45,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-065-openrouter-054-tencent-hunyuan-a13b-instruct
199,DeepSeek: DeepSeek V3 0324,DeepSeek: DeepSeek V3 0324 (provider default),openrouter/deepseek/deepseek-chat-v3-0324,provider default,hard_obvious_8x28_seed_20260531,75.4,69.4-80.6%,75.4,68.8,51.8,24.6,169,169,154,116,224,0,0,7915,7.92k,0.00236162,0.00001397,47,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-070-openrouter-150-deepseek-deepseek-chat-v3-0324
200,ByteDance: UI-TARS 7B ,ByteDance: UI-TARS 7B  (provider default),openrouter/bytedance/ui-tars-1.5-7b,provider default,hard_obvious_8x28_seed_20260531,75.0,68.9-80.2%,75.0,100.0,75.0,25.0,168,168,224,168,224,0,0,5160,5.16k,0.0004093,0.00000244,31,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-009-registry-openrouter-102-bytedance-ui-tars-1-5-7b
201,Qwen: Qwen2.5 7B Instruct,Qwen: Qwen2.5 7B Instruct (provider default),openrouter/qwen/qwen-2.5-7b-instruct,provider default,hard_obvious_8x28_seed_20260531,75.0,68.9-80.2%,75.0,100.0,75.0,25.0,168,168,224,168,224,0,0,10831,10.83k,0.00046666,0.00000278,64,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-020-openrouter-069-qwen-qwen-2-5-7b-instruct
202,Google: Gemma 2 27B,Google: Gemma 2 27B (provider default),openrouter/google/gemma-2-27b-it,provider default,hard_obvious_8x28_seed_20260531,75.0,68.9-80.2%,75.0,87.9,75.0,25.0,168,168,197,168,224,0,0,8391,8.39k,0.00545415,0.00003247,50,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-068-openrouter-074-google-gemma-2-27b-it
203,Mistral: Mistral Nemo,Mistral: Mistral Nemo (provider default),openrouter/mistralai/mistral-nemo,provider default,hard_obvious_8x28_seed_20260531,74.6,68.5-79.8%,74.6,100.0,74.6,25.4,167,167,224,167,224,0,0,7231,7.23k,0.000149,0.00000089,43,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-013-openrouter-159-mistralai-mistral-nemo
204,DeepSeek: DeepSeek V3,DeepSeek: DeepSeek V3 (provider default),openrouter/deepseek/deepseek-chat,provider default,hard_obvious_8x28_seed_20260531,74.1,68.0-79.4%,74.1,70.5,56.2,25.9,166,166,158,126,224,0,0,7431,7.43k,0.0024626,0.00001483,45,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-077-openrouter-153-deepseek-deepseek-chat
205,EssentialAI: Rnj 1 Instruct,EssentialAI: Rnj 1 Instruct (provider default),openrouter/essentialai/rnj-1-instruct,provider default,hard_obvious_8x28_seed_20260531,72.3,66.1-77.8%,72.3,72.3,45.1,27.7,162,162,162,101,224,0,0,13244,13.24k,0.0019866,0.00001226,82,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-031-openrouter-133-essentialai-rnj-1-instruct
206,Mistral: Ministral 3 3B 2512,Mistral: Ministral 3 3B 2512 (provider default),openrouter/mistralai/ministral-3b-2512,provider default,hard_obvious_8x28_seed_20260531,71.9,65.7-77.4%,71.9,87.9,59.8,28.1,161,161,197,134,224,0,0,3903,3.90k,0.0003903,0.00000242,24,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-004-registry-openrouter-095-mistralai-ministral-3b-2512
207,NousResearch: Hermes 2 Pro - Llama-3 8B,NousResearch: Hermes 2 Pro - Llama-3 8B (provider default),openrouter/nousresearch/hermes-2-pro-llama-3-8b,provider default,hard_obvious_8x28_seed_20260531,71.9,65.7-77.4%,71.9,96.0,67.9,28.1,161,161,215,152,224,0,0,15096,15.10k,0.00211344,0.00001313,94,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-029-openrouter-075-nousresearch-hermes-2-pro-llama-3-8b
208,TheDrummer: Rocinante 12B,TheDrummer: Rocinante 12B (provider default),openrouter/thedrummer/rocinante-12b,provider default,hard_obvious_8x28_seed_20260531,71.9,65.7-77.4%,71.9,74.1,46.4,28.1,161,161,166,104,224,0,0,12181,12.18k,0.00278265,0.00001728,76,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-059-openrouter-070-thedrummer-rocinante-12b
209,ReMM SLERP 13B,ReMM SLERP 13B (provider default),openrouter/undi95/remm-slerp-l2-13b,provider default,hard_obvious_8x28_seed_20260531,71.0,64.7-76.5%,71.0,87.1,58.0,29.0,159,159,195,130,224,0,0,13086,13.09k,0.0060685,0.00003817,82,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-067-openrouter-078-undi95-remm-slerp-l2-13b
210,MythoMax 13B,MythoMax 13B (provider default),openrouter/gryphe/mythomax-l2-13b,provider default,hard_obvious_8x28_seed_20260531,70.1,63.8-75.7%,70.1,82.6,52.7,29.9,157,157,185,118,224,0,0,13182,13.18k,0.00079092,0.00000504,84,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-018-openrouter-079-gryphe-mythomax-l2-13b
211,Meta: Llama 3 8B Instruct,Meta: Llama 3 8B Instruct (provider default),openrouter/meta-llama/llama-3-8b-instruct,provider default,hard_obvious_8x28_seed_20260531,69.2,62.9-74.9%,69.2,99.6,68.8,30.8,155,155,223,154,224,0,0,7972,7.97k,0.00031888,0.000002,51,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-final-20260602/cumulative-cost-runs/expand222-scaled-015-openrouter-076-meta-llama-llama-3-8b-instruct
212,Microsoft: Phi 4 Mini Instruct,Microsoft: Phi 4 Mini Instruct (provider default),openrouter/microsoft/phi-4-mini-instruct,provider default,hard_obvious_8x28_seed_20260531,68.3,61.9-74.0%,68.3,81.7,50.0,31.7,153,153,183,112,224,0,0,36982,36.98k,0.01124983,0.00007353,242,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-049-openrouter-042-microsoft-phi-4-mini-instruct
213,Qwen: Qwen3 Coder Flash,Qwen: Qwen3 Coder Flash (provider default),openrouter/qwen/qwen3-coder-flash,provider default,hard_obvious_8x28_seed_20260531,67.4,61.0-73.2%,67.4,89.7,57.1,32.6,151,151,201,128,224,0,0,14406,14.41k,0.00603369,0.00003996,95,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-cost-telemetry-rerun2-20260603/runs/expand222-scaled-083-openrouter-045-qwen-qwen3-coder-flash
214,Qwen: Qwen3 Coder 30B A3B Instruct,Qwen: Qwen3 Coder 30B A3B Instruct (provider default),openrouter/qwen/qwen3-coder-30b-a3b-instruct,provider default,hard_obvious_8x28_seed_20260531,66.5,60.1-72.4%,66.5,93.3,59.8,33.5,149,149,209,134,224,0,0,4314,4.31k,0.00036998,0.00000248,29,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-040-openrouter-050-qwen-qwen3-coder-30b-a3b-instruct
215,Reka Edge,Reka Edge (provider default),openrouter/rekaai/reka-edge,provider default,hard_obvious_8x28_seed_20260531,53.6,47.0-60.0%,53.6,95.1,48.7,46.4,120,120,213,109,224,0,0,14066,14.07k,0.001275,0.000011,117,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-005-registry-openrouter-167-rekaai-reka-edge
216,AionLabs: Aion-RP 1.0 (8B),AionLabs: Aion-RP 1.0 (8B) (provider default),openrouter/aion-labs/aion-rp-llama-3.1-8b,provider default,hard_obvious_8x28_seed_20260531,53.6,47.0-60.0%,53.6,74.1,42.9,46.4,120,120,166,96,224,0,0,10298,10.30k,0.0108424,0.00009035,86,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-092-openrouter-064-aion-labs-aion-rp-llama-3-1-8b
217,OpenAI GPT-OSS 20B,OpenAI GPT-OSS 20B (provider default),openrouter/openai/gpt-oss-20b,provider default,hard_obvious_8x28_seed_20260531,48.7,42.2-55.2%,48.7,100.0,48.7,51.3,109,109,224,109,224,0,0,25225,25.23k,0.001716,0.000016,231,0.84,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-paper-openrouter-gpt-oss-20b
218,DeepSeek: R1 Distill Qwen 32B,DeepSeek: R1 Distill Qwen 32B (provider default),openrouter/deepseek/deepseek-r1-distill-qwen-32b,provider default,hard_obvious_8x28_seed_20260531,43.8,37.4-50.3%,43.8,43.8,10.3,56.2,98,98,98,23,224,0,0,68416,68.42k,0.019841,0.000202,698,1.34,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-042-openrouter-120-deepseek-deepseek-r1-distill-qwen-32b
219,Gemini 3.5 Flash,Gemini 3.5 Flash (provider default),google/gemini-3.5-flash,provider default,hard_obvious_8x28_seed_20260531,39.3,33.1-45.8%,39.3,87.5,39.3,60.7,88,88,196,88,224,0,0,15355,15.36k,0.090615,0.00103,174,62.46,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-paper-gemini-3-5-flash
220,Meta: Llama 3.2 1B Instruct,Meta: Llama 3.2 1B Instruct (provider default),openrouter/meta-llama/llama-3.2-1b-instruct,provider default,hard_obvious_8x28_seed_20260531,35.7,29.7-42.2%,35.7,98.7,34.4,64.3,80,80,221,77,224,0,0,8199,8.20k,0.00033656,0.00000421,102,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-037-openrouter-155-meta-llama-llama-3-2-1b-instruct
221,NVIDIA Nemotron 3 Nano 30B A3B,NVIDIA Nemotron 3 Nano 30B A3B (provider default),openrouter/nvidia/nemotron-3-nano-30b-a3b,provider default,hard_obvious_8x28_seed_20260531,24.1,19.0-30.1%,24.1,64.7,18.3,75.9,54,54,145,41,224,0,0,17897,17.90k,0.002322,0.000043,331,0.13,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-paper-openrouter-nemotron-3-nano
222,Meta: Llama Guard 4 12B,Meta: Llama Guard 4 12B (provider default),openrouter/meta-llama/llama-guard-4-12b,provider default,hard_obvious_8x28_seed_20260531,0.0,0.0-1.7%,0.0,65.2,0.0,100.0,0,0,146,0,224,0,0,20666,20.67k,0.00371988,,,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-011-registry-openrouter-105-meta-llama-llama-guard-4-12b
223,Baidu: ERNIE 4.5 300B A47B ,Baidu: ERNIE 4.5 300B A47B  (provider default),openrouter/baidu/ernie-4.5-300b-a47b,provider default,hard_obvious_8x28_seed_20260531,0.0,0.0-1.7%,0.0,0.0,0.0,100.0,0,0,0,0,224,224,0,0,0.00k,0,,,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-088-openrouter-055-baidu-ernie-4-5-300b-a47b
