model_entry_id,label,inspect_model,provider_model,reasoning_effort,model_setting_key,items,complete_items,attempt_rows,valid_attempts,strict_correct_attempts,strict_attempt_accuracy,strict_pass3_items,strict_pass3_accuracy,strict_pass3_ci_low,strict_pass3_ci_high,answer_pass3_items,answer_pass3_accuracy,format_pass3_items,format_pass3_accuracy,strict_any3_items,strict_any3_accuracy,provider_errors,timeouts,input_tokens,output_tokens,reasoning_tokens,cache_read_tokens,cache_write_tokens,total_tokens,estimated_cost_usd,manual_adjusted_attempts,complete_for_pass3
manual-20260612-openai-o3-mini-high-medium,OpenRouter openai/o3-mini-high medium,openrouter/openai/o3-mini-high,openai/o3-mini-high,medium,openrouter-openai-o3-mini-high:c92aede17796fd92,144,144,432,432,423,0.979167,139,0.965278,0.921297,0.985079,139,0.965278,144,1.0,142,0.986111,0,0,19368,415252,198144,0,0,434620,1.8484136,0,True
requested-014-openai-o3-mini-high-high,OpenAI: o3 Mini High high,openrouter/openai/o3-mini-high,openai/o3-mini-high,high,openrouter-openai-o3-mini-high:371ac74d68b00e62,144,144,432,432,421,0.974537,137,0.951389,0.903064,0.976256,137,0.951389,144,1.0,142,0.986111,0,0,20383,432338,207040,0,0,452721,1.9247085,0,True
manual-20260612-openai-o4-mini-low,OpenRouter openai/o4-mini low,openrouter/openai/o4-mini,openai/o4-mini,low,openrouter-openai-o4-mini:ac02fd4950a42207,144,144,432,432,421,0.974537,138,0.958333,0.912082,0.980766,138,0.958333,144,1.0,143,0.993056,0,0,19368,44418,29042,0,0,63786,0.216744,0,True
manual-20260612-openai-o4-mini-medium,OpenRouter openai/o4-mini medium,openrouter/openai/o4-mini,openai/o4-mini,medium,openrouter-openai-o4-mini:d735d9c466d6ee10,144,144,432,432,425,0.983796,140,0.972222,0.930758,0.989146,140,0.972222,144,1.0,143,0.993056,0,0,19368,70725,53149,0,0,90093,0.3324948,0,True
manual-20260612-openai-o4-mini-high,OpenRouter openai/o4-mini high,openrouter/openai/o4-mini,openai/o4-mini,high,openrouter-openai-o4-mini:ab3a1de66dbb1d28,144,144,432,432,427,0.988426,142,0.986111,0.950777,0.996183,142,0.986111,144,1.0,143,0.993056,0,0,19368,88956,71936,0,0,108324,0.4127112,0,True
manual-20260612-openai-o4-mini-high-low,OpenRouter openai/o4-mini-high low,openrouter/openai/o4-mini-high,openai/o4-mini-high,low,openrouter-openai-o4-mini-high:5506cd4e15930b3b,144,144,432,432,424,0.981481,140,0.972222,0.930758,0.989146,140,0.972222,144,1.0,143,0.993056,0,0,19368,89447,72360,0,0,108815,0.4148716,0,True
manual-20260612-openai-o4-mini-high-medium,OpenRouter openai/o4-mini-high medium,openrouter/openai/o4-mini-high,openai/o4-mini-high,medium,openrouter-openai-o4-mini-high:9d8be51babaaee34,144,144,432,432,425,0.983796,139,0.965278,0.921297,0.985079,139,0.965278,144,1.0,144,1.0,0,0,19377,85038,67520,0,0,104415,0.3954819,0,True
requested-016-openai-o4-mini-high-high,OpenAI: o4 Mini High high,openrouter/openai/o4-mini-high,openai/o4-mini-high,high,openrouter-openai-o4-mini-high:2860a29b154f042b,144,144,432,432,424,0.981481,139,0.965278,0.921297,0.985079,139,0.965278,144,1.0,143,0.993056,0,0,19368,89513,71808,0,0,108881,0.415162,0,True
old-54-qwen2-5-72b-instruct,Qwen2.5 72B Instruct,openrouter/qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,default,openrouter-qwen-qwen-2-5-72b-instruct:87b706d378ff4673,144,144,432,432,254,0.587963,75,0.520833,0.439763,0.600821,76,0.527778,143,0.993056,94,0.652778,0,0,20319,1271,0,0,0,21590,0.00782324,0,True
old-20-qwen-qwen2-5-7b-instruct,Qwen: Qwen2.5 7B Instruct,openrouter/qwen/qwen-2.5-7b-instruct,qwen/qwen-2.5-7b-instruct,default,openrouter-qwen-qwen-2-5-7b-instruct:6a575fb4a06fb077,144,144,432,432,199,0.460648,58,0.402778,0.326205,0.484403,58,0.402778,144,1.0,74,0.513889,0,0,29391,5605,0,0,0,34996,0.00173614,0,True
old-71-qwen-qwen-plus,Qwen: Qwen-Plus,openrouter/qwen/qwen-plus,qwen/qwen-plus,default,openrouter-qwen-qwen-plus:20f17aa0cfaad72b,144,144,432,432,285,0.659722,95,0.659722,0.579085,0.732059,95,0.659722,144,1.0,95,0.659722,0,0,20319,1056,0,0,0,21375,0.00610662,0,True
old-72-qwen-qwen-plus-0728,Qwen: Qwen Plus 0728,openrouter/qwen/qwen-plus-2025-07-28,qwen/qwen-plus-2025-07-28,default,openrouter-qwen-qwen-plus-2025-07-28:a3e07f4ff6e6f9ab,144,144,432,432,261,0.604167,87,0.604167,0.522585,0.680335,87,0.604167,144,1.0,87,0.604167,0,0,20319,1089,0,0,0,21408,0.00613236,0,True
old-128-qwen-qwen2-5-vl-72b-instruct,Qwen: Qwen2.5 VL 72B Instruct,openrouter/qwen/qwen2.5-vl-72b-instruct,qwen/qwen2.5-vl-72b-instruct,default,openrouter-qwen-qwen2-5-vl-72b-instruct:cd19bff8789e443e,144,144,432,432,209,0.483796,52,0.361111,0.287211,0.442229,54,0.375,140,0.972222,90,0.625,0,0,12616,1516,0,10320,0,24452,0.0031135,0,True
old-38-qwen-qwen3-14b,Qwen: Qwen3 14B,openrouter/qwen/qwen3-14b,qwen/qwen3-14b,default,openrouter-qwen-qwen3-14b:507ddf465346b833,144,144,432,432,414,0.958333,132,0.916667,0.859992,0.951689,132,0.916667,144,1.0,143,0.993056,0,0,20751,168189,152318,0,0,188940,0.04244046,0,True
old-95-qwen-qwen3-235b-a22b,Qwen: Qwen3 235B A22B,openrouter/qwen/qwen3-235b-a22b,qwen/qwen3-235b-a22b,default,openrouter-qwen-qwen3-235b-a22b:3be70a482cfc6792,144,144,432,432,399,0.923611,122,0.847222,0.779509,0.896891,130,0.902778,129,0.895833,141,0.979167,0,0,20319,248922,241638,0,0,269241,0.462283185,0,True
old-22-qwen-qwen3-235b-a22b-instruct-2507,Qwen: Qwen3 235B A22B Instruct 2507,openrouter/qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-2507,default,openrouter-qwen-qwen3-235b-a22b-2507:a73162d85f53940a,144,144,432,432,272,0.62963,79,0.548611,0.467123,0.627573,79,0.548611,144,1.0,104,0.722222,0,0,19301,1339,0,1019,0,21659,0.001450311,0,True
old-23-qwen-qwen3-235b-a22b-thinking-2507,Qwen: Qwen3 235B A22B Thinking 2507,openrouter/qwen/qwen3-235b-a22b-thinking-2507,qwen/qwen3-235b-a22b-thinking-2507,default,openrouter-qwen-qwen3-235b-a22b-thinking-2507:cf06140e8130825b,144,144,432,432,423,0.979167,136,0.944444,0.894209,0.971583,136,0.944444,144,1.0,144,1.0,0,0,19214,282605,273180,1376,0,303195,0.0302635,0,True
old-60-qwen-qwen3-30b-a3b,Qwen: Qwen3 30B A3B,openrouter/qwen/qwen3-30b-a3b,qwen/qwen3-30b-a3b,default,openrouter-qwen-qwen3-30b-a3b:2b8b02db17172ab5,144,144,432,432,412,0.953704,132,0.916667,0.859992,0.951689,136,0.944444,140,0.972222,142,0.986111,0,0,20567,183978,170261,0,0,204545,0.08464113,0,True
old-33-qwen-qwen3-30b-a3b-instruct-2507,Qwen: Qwen3 30B A3B Instruct 2507,openrouter/qwen/qwen3-30b-a3b-instruct-2507,qwen/qwen3-30b-a3b-instruct-2507,default,openrouter-qwen-qwen3-30b-a3b-instruct-2507:02bdc14cbc25b0fb,144,144,432,432,233,0.539352,70,0.486111,0.405905,0.567039,70,0.486111,144,1.0,86,0.597222,0,0,13819,5755,0,6500,0,26074,0.00254991,0,True
old-51-qwen-qwen3-30b-a3b-thinking-2507,Qwen: Qwen3 30B A3B Thinking 2507,openrouter/qwen/qwen3-30b-a3b-thinking-2507,qwen/qwen3-30b-a3b-thinking-2507,default,openrouter-qwen-qwen3-30b-a3b-thinking-2507:e4eb0f3e19dab2db,144,144,432,432,419,0.969907,138,0.958333,0.912082,0.980766,139,0.965278,143,0.993056,142,0.986111,0,0,20319,338636,334987,0,0,358955,0.13707992,0,True
old-40-qwen-qwen3-32b,Qwen: Qwen3 32B,openrouter/qwen/qwen3-32b,qwen/qwen3-32b,default,openrouter-qwen-qwen3-32b:7ebd1a5371e17f4c,144,144,432,432,335,0.775463,78,0.541667,0.46026,0.620908,108,0.75,108,0.75,136,0.944444,0,0,18510,178390,167241,2255,0,199155,0.0512976,0,True
old-49-qwen-qwen3-8b,Qwen: Qwen3 8B,openrouter/qwen/qwen3-8b,qwen/qwen3-8b,default,openrouter-qwen-qwen3-8b:8ce70b1faac526ab,144,144,432,432,269,0.622685,86,0.597222,0.515597,0.673795,90,0.625,140,0.972222,93,0.645833,0,0,20319,104945,101778,0,0,125264,0.04299395,0,True
old-94-qwen-qwen3-coder-480b-a35b,Qwen: Qwen3 Coder 480B A35B,openrouter/qwen/qwen3-coder,qwen/qwen3-coder,default,openrouter-qwen-qwen3-coder:68350b2ac144c8cc,144,144,432,432,295,0.68287,89,0.618056,0.53661,0.693366,89,0.618056,142,0.986111,108,0.75,0,0,14171,1697,0,6148,0,22016,0.00537978,0,True
old-39-qwen-qwen3-coder-30b-a3b-instruct,Qwen: Qwen3 Coder 30B A3B Instruct,openrouter/qwen/qwen3-coder-30b-a3b-instruct,qwen/qwen3-coder-30b-a3b-instruct,default,openrouter-qwen-qwen3-coder-30b-a3b-instruct:4428e26bb9a479e2,144,144,432,432,217,0.502315,64,0.444444,0.365777,0.525999,67,0.465278,139,0.965278,82,0.569444,0,0,20319,7830,0,0,0,28149,0.00353643,0,True
old-82-qwen-qwen3-coder-flash,Qwen: Qwen3 Coder Flash,openrouter/qwen/qwen3-coder-flash,qwen/qwen3-coder-flash,default,openrouter-qwen-qwen3-coder-flash:61e4bcf413d2a0e9,144,144,432,432,210,0.486111,67,0.465278,0.385772,0.546588,73,0.506944,136,0.944444,73,0.506944,0,0,20319,2907,0,0,0,23226,0.00679653,0,True
old-74-qwen-qwen3-coder-next,Qwen: Qwen3 Coder Next,openrouter/qwen/qwen3-coder-next,qwen/qwen3-coder-next,default,openrouter-qwen-qwen3-coder-next:0458c1f3e46a7bac,144,144,432,432,246,0.569444,62,0.430556,0.352524,0.512196,62,0.430556,144,1.0,105,0.729167,0,0,19935,1540,0,384,0,21859,0.00343941,0,True
old-160-qwen-qwen3-coder-plus,Qwen: Qwen3 Coder Plus,openrouter/qwen/qwen3-coder-plus,qwen/qwen3-coder-plus,default,openrouter-qwen-qwen3-coder-plus:546e054b53b26313,144,144,432,432,244,0.564815,76,0.527778,0.44658,0.607532,82,0.569444,135,0.9375,86,0.597222,0,0,20319,4834,0,0,0,25153,0.02891785,0,True
old-165-qwen-qwen3-max,Qwen: Qwen3 Max,openrouter/qwen/qwen3-max,qwen/qwen3-max,max,openrouter-qwen-qwen3-max:1e8ff07e8dbdfa5d,144,144,432,432,308,0.712963,99,0.6875,0.607754,0.757502,99,0.6875,144,1.0,106,0.736111,0,0,20319,1044,0,0,0,21363,0.01992042,0,True
old-12-qwen3-next-80b-a3b-instruct,Qwen3 Next 80B A3B Instruct,openrouter/qwen/qwen3-next-80b-a3b-instruct,qwen/qwen3-next-80b-a3b-instruct,default,openrouter-qwen-qwen3-next-80b-a3b-instruct:cc6d43c133aeda5d,144,144,432,432,262,0.606481,81,0.5625,0.480894,0.640858,81,0.5625,144,1.0,96,0.666667,0,0,20319,1390,0,0,0,21709,0.00335771,0,True
old-70-qwen-qwen3-next-80b-a3b-thinking,Qwen: Qwen3 Next 80B A3B Thinking,openrouter/qwen/qwen3-next-80b-a3b-thinking,qwen/qwen3-next-80b-a3b-thinking,default,openrouter-qwen-qwen3-next-80b-a3b-thinking:8eaa0476d08b898a,144,144,432,432,408,0.944444,124,0.861111,0.795198,0.908258,131,0.909722,136,0.944444,143,0.993056,0,0,20583,486875,462108,0,0,507458,0.3817693425,0,True
old-129-qwen-qwen3-vl-235b-a22b-instruct,Qwen: Qwen3 VL 235B A22B Instruct,openrouter/qwen/qwen3-vl-235b-a22b-instruct,qwen/qwen3-vl-235b-a22b-instruct,default,openrouter-qwen-qwen3-vl-235b-a22b-instruct:e37c7e2239371f2b,144,144,432,432,294,0.680556,92,0.638889,0.557771,0.712789,92,0.638889,144,1.0,102,0.708333,0,0,18063,1473,0,2256,0,21792,0.0049272,0,True
old-156-qwen-qwen3-vl-235b-a22b-thinking,Qwen: Qwen3 VL 235B A22B Thinking,openrouter/qwen/qwen3-vl-235b-a22b-thinking,qwen/qwen3-vl-235b-a22b-thinking,default,openrouter-qwen-qwen3-vl-235b-a22b-thinking:aa80639d6ff0acd9,144,144,432,432,423,0.979167,137,0.951389,0.903064,0.976256,139,0.965278,142,0.986111,144,1.0,0,0,21183,314193,311854,0,0,335376,0.82240938,0,True
old-121-qwen-qwen3-vl-30b-a3b-instruct,Qwen: Qwen3 VL 30B A3B Instruct,openrouter/qwen/qwen3-vl-30b-a3b-instruct,qwen/qwen3-vl-30b-a3b-instruct,default,openrouter-qwen-qwen3-vl-30b-a3b-instruct:e564f1efb8773685,144,144,432,432,225,0.520833,67,0.465278,0.385772,0.546588,67,0.465278,144,1.0,85,0.590278,0,0,20319,1724,0,0,0,22043,0.00353795,0,True
old-140-qwen-qwen3-vl-30b-a3b-thinking,Qwen: Qwen3 VL 30B A3B Thinking,openrouter/qwen/qwen3-vl-30b-a3b-thinking,qwen/qwen3-vl-30b-a3b-thinking,default,openrouter-qwen-qwen3-vl-30b-a3b-thinking:4caf0324c3d4e66e,144,144,432,432,404,0.935185,124,0.861111,0.795198,0.908258,128,0.888889,139,0.965278,142,0.986111,0,0,21183,410378,406839,0,0,431561,0.64294347,0,True
old-120-qwen-qwen3-vl-8b-instruct,Qwen: Qwen3 VL 8B Instruct,openrouter/qwen/qwen3-vl-8b-instruct,qwen/qwen3-vl-8b-instruct,default,openrouter-qwen-qwen3-vl-8b-instruct:c27dcd3d5c987786,144,144,432,432,212,0.490741,63,0.4375,0.359142,0.519106,63,0.4375,144,1.0,81,0.5625,0,0,19823,1526,0,496,0,21845,0.0023278,0,True
old-137-qwen-qwen3-vl-8b-thinking,Qwen: Qwen3 VL 8B Thinking,openrouter/qwen/qwen3-vl-8b-thinking,qwen/qwen3-vl-8b-thinking,default,openrouter-qwen-qwen3-vl-8b-thinking:009b0eba520c05b5,144,144,432,432,381,0.881944,119,0.826389,0.756266,0.879551,124,0.861111,129,0.895833,133,0.923611,0,0,21183,495988,482805,0,0,517171,0.679502031,0,True
old-149-qwen-qwen3-5-122b-a10b,Qwen: Qwen3.5-122B-A10B,openrouter/qwen/qwen3.5-122b-a10b,qwen/qwen3.5-122b-a10b,default,openrouter-qwen-qwen3-5-122b-a10b:a5c631edf9d86b01,144,144,432,432,427,0.988426,140,0.972222,0.930758,0.989146,140,0.972222,144,1.0,144,1.0,0,0,21972,209659,203547,0,0,231631,0.44180344,0,True
old-142-qwen-qwen3-5-27b,Qwen: Qwen3.5-27B,openrouter/qwen/qwen3.5-27b,qwen/qwen3.5-27b,default,openrouter-qwen-qwen3-5-27b:f19782de7da36de9,144,144,432,432,432,1.0,144,1.0,0.974016,1.0,144,1.0,144,1.0,144,1.0,0,0,21972,172126,160625,0,0,194098,0.2728011,0,True
old-131-qwen-qwen3-5-35b-a3b,Qwen: Qwen3.5-35B-A3B,openrouter/qwen/qwen3.5-35b-a3b,qwen/qwen3.5-35b-a3b,default,openrouter-qwen-qwen3-5-35b-a3b:ffdf97945c4a9581,144,144,432,432,418,0.967593,132,0.916667,0.859992,0.951689,132,0.916667,144,1.0,144,1.0,0,0,21970,246229,223750,0,0,268199,0.2493048,0,True
old-154-qwen-qwen3-5-397b-a17b,Qwen: Qwen3.5 397B A17B,openrouter/qwen/qwen3.5-397b-a17b,qwen/qwen3.5-397b-a17b,default,openrouter-qwen-qwen3-5-397b-a17b:05055c3ab4e8affa,144,144,432,432,429,0.993056,143,0.993056,0.961715,0.998773,143,0.993056,144,1.0,143,0.993056,0,0,21908,185636,172181,64,0,207608,0.44292417,0,True
old-102-qwen-qwen3-5-9b,Qwen: Qwen3.5-9B,openrouter/qwen/qwen3.5-9b,qwen/qwen3.5-9b,default,openrouter-qwen-qwen3-5-9b:b064b612f84f8582,144,144,432,432,385,0.891204,115,0.798611,0.725743,0.855961,116,0.805556,140,0.972222,139,0.965278,0,0,21972,315156,279565,0,0,337128,0.04815228,2,True
old-109-qwen-qwen3-5-flash,Qwen: Qwen3.5-Flash,openrouter/qwen/qwen3.5-flash-02-23,qwen/qwen3.5-flash-02-23,default,openrouter-qwen-qwen3-5-flash-02-23:e5fb023743e125c9,144,144,432,432,417,0.965278,133,0.923611,0.868396,0.956813,133,0.923611,143,0.993056,143,0.993056,0,0,21972,257378,254255,0,0,279350,0.06834646,0,True
old-143-qwen-qwen3-5-plus-2026-02-15,Qwen: Qwen3.5 Plus 2026-02-15,openrouter/qwen/qwen3.5-plus-02-15,qwen/qwen3.5-plus-02-15,default,openrouter-qwen-qwen3-5-plus-02-15:d923a907f53df628,144,144,432,432,430,0.99537,142,0.986111,0.950777,0.996183,142,0.986111,144,1.0,144,1.0,0,0,21972,179394,176276,0,0,201366,0.28556736,0,True
old-145-qwen-qwen3-5-plus-2026-04-20,Qwen: Qwen3.5 Plus 2026-04-20,openrouter/qwen/qwen3.5-plus-20260420,qwen/qwen3.5-plus-20260420,default,openrouter-qwen-qwen3-5-plus-20260420:1e13d1aa80a85317,144,144,432,432,416,0.962963,131,0.909722,0.85167,0.946482,132,0.916667,143,0.993056,144,1.0,0,0,21972,221298,218219,0,0,243270,0.404928,0,True
old-158-qwen-qwen3-6-27b,Qwen: Qwen3.6 27B,openrouter/qwen/qwen3.6-27b,qwen/qwen3.6-27b,default,openrouter-qwen-qwen3-6-27b:7ba87ea7be4efd94,144,144,432,432,415,0.960648,130,0.902778,0.843423,0.941201,130,0.902778,144,1.0,143,0.993056,0,0,21844,165376,134850,128,0,187348,0.53552433,0,True
old-130-qwen-qwen3-6-35b-a3b,Qwen: Qwen3.6 35B A3B,openrouter/qwen/qwen3.6-35b-a3b,qwen/qwen3.6-35b-a3b,default,openrouter-qwen-qwen3-6-35b-a3b:a97f1819a5b2d504,144,144,432,432,408,0.944444,127,0.881944,0.819069,0.924972,128,0.888889,142,0.986111,142,0.986111,0,0,21971,238793,216549,0,0,260764,0.24186894,1,True
old-196-qwen-qwen3-6-35b-a3b-low-budget-512,Qwen: Qwen3.6 35B A3B low_budget_512,openrouter/qwen/qwen3.6-35b-a3b,qwen/qwen3.6-35b-a3b,low,openrouter-qwen-qwen3-6-35b-a3b:42b609ed25232404,144,144,432,432,408,0.944444,125,0.868056,0.803107,0.913877,126,0.875,142,0.986111,143,0.993056,0,0,21972,229266,205282,0,0,251238,0.23234208,1,True
old-135-qwen-qwen3-6-flash,Qwen: Qwen3.6 Flash,openrouter/qwen/qwen3.6-flash,qwen/qwen3.6-flash,default,openrouter-qwen-qwen3-6-flash:a1358eb2d56784b5,144,144,432,432,401,0.928241,125,0.868056,0.803107,0.913877,126,0.875,143,0.993056,141,0.979167,0,0,21972,215978,212899,0,0,237950,0.247095,0,True
old-198-qwen-qwen3-6-flash-low-budget-512,Qwen: Qwen3.6 Flash low_budget_512,openrouter/qwen/qwen3.6-flash,qwen/qwen3.6-flash,low,openrouter-qwen-qwen3-6-flash:5c1e4a5be08b97af,144,144,432,432,406,0.939815,127,0.881944,0.819069,0.924972,128,0.888889,143,0.993056,141,0.979167,0,0,21972,212798,209686,0,0,234770,0.2435175,0,True
old-171-qwen-qwen3-6-max-preview,Qwen: Qwen3.6 Max Preview,openrouter/qwen/qwen3.6-max-preview,qwen/qwen3.6-max-preview,max,openrouter-qwen-qwen3-6-max-preview:57df20013ebd6c40,144,144,432,432,427,0.988426,141,0.979167,0.940542,0.99289,141,0.979167,144,1.0,144,1.0,0,0,21972,151441,148358,0,0,173413,0.96784272,0,True
old-147-qwen-qwen3-6-plus,Qwen: Qwen3.6 Plus,openrouter/qwen/qwen3.6-plus,qwen/qwen3.6-plus,default,openrouter-qwen-qwen3-6-plus:7e7647c87639a1e5,144,144,432,432,419,0.969907,135,0.9375,0.885491,0.966773,136,0.944444,142,0.986111,142,0.986111,0,0,21972,190411,187239,0,0,212383,0.37844235,0,True
old-166-qwen-qwen3-7-max,Qwen: Qwen3.7 Max,openrouter/qwen/qwen3.7-max,qwen/qwen3.7-max,max,openrouter-qwen-qwen3-7-max:890c68a827465ce8,144,144,432,432,426,0.986111,140,0.972222,0.930758,0.989146,140,0.972222,144,1.0,144,1.0,0,0,21970,122979,119899,0,0,144949,0.48863375,0,True
manual-20260612-x-ai-grok-4-20-disabled,OpenRouter x-ai/grok-4.20 disabled,openrouter/x-ai/grok-4.20,x-ai/grok-4.20,disabled,openrouter-x-ai-grok-4-20:e6a5f536cc542e85,144,144,432,432,267,0.618056,78,0.541667,0.46026,0.620908,82,0.569444,138,0.958333,99,0.6875,0,0,15179,3046,0,54208,0,72433,0.0204791,0,True
manual-20260612-x-ai-grok-4-20-low,OpenRouter x-ai/grok-4.20 low,openrouter/x-ai/grok-4.20,x-ai/grok-4.20,low,openrouter-x-ai-grok-4-20:f37d9562b6a0376b,144,144,432,432,67,0.155093,6,0.041667,0.019234,0.087918,142,0.986111,7,0.048611,44,0.305556,0,0,14635,335892,295276,55616,0,406143,0.8517207,0,True
manual-20260612-x-ai-grok-4-20-medium,OpenRouter x-ai/grok-4.20 medium,openrouter/x-ai/grok-4.20,x-ai/grok-4.20,medium,openrouter-x-ai-grok-4-20:1e31465139293a58,144,144,432,432,90,0.208333,12,0.083333,0.048311,0.140008,142,0.986111,13,0.090278,55,0.381944,0,0,13803,327824,288195,56448,0,398075,0.83133085,0,True
manual-20260612-x-ai-grok-4-20-high,OpenRouter x-ai/grok-4.20 high,openrouter/x-ai/grok-4.20,x-ai/grok-4.20,high,openrouter-x-ai-grok-4-20:7705f62da199a888,144,144,432,432,71,0.164352,6,0.041667,0.019234,0.087918,142,0.986111,7,0.048611,43,0.298611,0,0,13675,326063,285666,56576,0,396314,0.8269302,0,True
manual-20260612-x-ai-grok-4-20-xhigh,OpenRouter x-ai/grok-4.20 xhigh,openrouter/x-ai/grok-4.20,x-ai/grok-4.20,xhigh,openrouter-x-ai-grok-4-20:8d7e56197d320b96,144,144,432,432,74,0.171296,8,0.055556,0.028417,0.105791,140,0.972222,9,0.0625,42,0.291667,0,0,13611,332726,291740,56640,0,402977,0.84361175,0,True
manual-20260612-x-ai-grok-4-3-disabled,OpenRouter x-ai/grok-4.3 disabled,openrouter/x-ai/grok-4.3,x-ai/grok-4.3,disabled,openrouter-x-ai-grok-4-3:3d68573347f7526b,144,144,432,432,268,0.62037,70,0.486111,0.405905,0.567039,70,0.486111,144,1.0,109,0.756944,0,0,16971,1006,0,52416,0,70393,0.01591195,0,True
manual-20260612-x-ai-grok-4-3-low,OpenRouter x-ai/grok-4.3 low,openrouter/x-ai/grok-4.3,x-ai/grok-4.3,low,openrouter-x-ai-grok-4-3:e5ecc692e52c2249,144,144,432,432,203,0.469907,39,0.270833,0.204908,0.348668,139,0.965278,39,0.270833,98,0.680556,0,0,16143,132880,117619,56576,0,205599,0.3435627,0,True
manual-20260612-x-ai-grok-4-3-medium,OpenRouter x-ai/grok-4.3 medium,openrouter/x-ai/grok-4.3,x-ai/grok-4.3,medium,openrouter-x-ai-grok-4-3:24512969e6a3d83f,144,144,432,432,194,0.449074,32,0.222222,0.162037,0.296842,141,0.979167,35,0.243056,92,0.638889,0,0,17483,222924,204965,55360,0,295767,0.569422,0,True
manual-20260612-x-ai-grok-4-3-high,OpenRouter x-ai/grok-4.3 high,openrouter/x-ai/grok-4.3,x-ai/grok-4.3,high,openrouter-x-ai-grok-4-3:46ecbf4254ba5a8f,144,144,432,432,405,0.9375,119,0.826389,0.756266,0.879551,142,0.986111,121,0.840278,144,1.0,0,0,16299,164755,163536,53952,0,235006,0.4246204,0,True
manual-20260612-x-ai-grok-4-3-xhigh,OpenRouter x-ai/grok-4.3 xhigh,openrouter/x-ai/grok-4.3,x-ai/grok-4.3,xhigh,openrouter-x-ai-grok-4-3:57b60814859ed41b,144,144,432,432,410,0.949074,123,0.854167,0.787333,0.902595,141,0.979167,126,0.875,144,1.0,0,0,15467,161381,160141,54784,0,231632,0.41584555,0,True
old-157-grok-build-0-1,Grok Build 0.1,grok/grok-build-0.1,x-ai/grok-build-0.1,default,grok-grok-build-0-1:79c4f8d473e2034c,144,144,432,432,325,0.752315,71,0.493056,0.412646,0.573826,143,0.993056,72,0.5,138,0.958333,0,0,14891,5229,299679,55360,0,375159,0.022473,0,True
manual-20260612-x-ai-grok-build-0-1-low,OpenRouter x-ai/grok-build-0.1 low,openrouter/x-ai/grok-build-0.1,x-ai/grok-build-0.1,low,openrouter-x-ai-grok-build-0-1:9c36d43605dd01be,144,144,432,432,296,0.685185,59,0.409722,0.332761,0.491375,142,0.986111,60,0.416667,132,0.916667,0,0,13931,316650,307854,56320,0,386901,0.645235,0,True
manual-20260612-x-ai-grok-build-0-1-medium,OpenRouter x-ai/grok-build-0.1 medium,openrouter/x-ai/grok-build-0.1,x-ai/grok-build-0.1,medium,openrouter-x-ai-grok-build-0-1:8ac994c3683d90bf,144,144,432,432,300,0.694444,59,0.409722,0.332761,0.491375,143,0.993056,60,0.416667,127,0.881944,0,0,13867,313403,304747,56384,0,383654,0.6388178,0,True
manual-20260612-x-ai-grok-build-0-1-high,OpenRouter x-ai/grok-build-0.1 high,openrouter/x-ai/grok-build-0.1,x-ai/grok-build-0.1,high,openrouter-x-ai-grok-build-0-1:57c906fc476bc122,144,144,432,432,297,0.6875,62,0.430556,0.352524,0.512196,143,0.993056,63,0.4375,132,0.916667,0,0,14123,301995,291839,56128,0,372246,0.6160886,0,True
manual-20260612-x-ai-grok-build-0-1-xhigh,OpenRouter x-ai/grok-build-0.1 xhigh,openrouter/x-ai/grok-build-0.1,x-ai/grok-build-0.1,xhigh,openrouter-x-ai-grok-build-0-1:c3c1015a3a74418d,144,144,432,432,294,0.680556,53,0.368056,0.293668,0.4493,140,0.972222,55,0.381944,135,0.9375,0,0,13995,309158,293587,56256,0,379409,0.6302982,0,True
manual-20260612-z-ai-glm-4-5-disabled,OpenRouter z-ai/glm-4.5 disabled,openrouter/z-ai/glm-4.5,z-ai/glm-4.5,disabled,openrouter-z-ai-glm-4-5:26fab80f711b5975,144,144,432,432,303,0.701389,86,0.597222,0.515597,0.673795,86,0.597222,144,1.0,114,0.791667,0,0,5679,1472,0,15015,0,22166,0.00573125,0,True
old-97-z-ai-glm-4-5,Z.ai: GLM 4.5,openrouter/z-ai/glm-4.5,z-ai/glm-4.5,default,openrouter-z-ai-glm-4-5:0a91244bc8ccbbf7,144,144,432,432,420,0.972222,133,0.923611,0.868396,0.956813,133,0.923611,144,1.0,144,1.0,0,0,5474,322859,320550,13492,0,341825,0.71284852,0,True
manual-20260612-z-ai-glm-4-5-air-disabled,OpenRouter z-ai/glm-4.5-air disabled,openrouter/z-ai/glm-4.5-air,z-ai/glm-4.5-air,disabled,openrouter-z-ai-glm-4-5-air:18243281d93db521,144,144,432,432,257,0.594907,76,0.527778,0.44658,0.607532,76,0.527778,144,1.0,97,0.673611,0,0,6110,1382,0,14584,0,22076,0.002459615,0,True
old-77-z-ai-glm-4-5-air,Z.ai: GLM 4.5 Air,openrouter/z-ai/glm-4.5-air,z-ai/glm-4.5-air,default,openrouter-z-ai-glm-4-5-air:10026bd61e7a017e,144,144,432,432,400,0.925926,120,0.833333,0.763977,0.885367,122,0.847222,142,0.986111,141,0.979167,0,0,7393,294457,286666,11713,0,313563,0.25158073,0,True
