participant_id,sequence,item_id,family,subfamily,answer_type,scorer,prompt
p05,55,obviousbench.format.en.v0.public.000046,format_compliance,exact_json_schema,json,json_exact_field_v0,"Answer the question. Return only the final answer, with no explanation.

Question: Return a JSON object with exactly one key, ""answer"", whose value is ""blue"".
Answer:"
p05,56,obviousbench.ordering.en.v0.public.000046,ordering,numeric_sort,list,normalized_list_v0,"Answer the question. Return only the final answer, with no explanation.

Question: Sort these numbers from smallest to largest: 7, 2, 10, 1.
Answer:"
p05,57,obviousbench.constraint.en.v0.public.000038,constraint_awareness,object_must_be_present,multiple_choice,multiple_choice_letter_v0,"Answer the question. Return only the letter of the correct option.

Question: The embroidery booth is at the end of the hall. If I want my baseball cap embroidered, should I go bareheaded or wear or bring the cap?

A. Go bareheaded
B. Wear or bring the cap
C. Bring only the logo idea
D. It is impossible

Answer:"
p05,58,obviousbench.ordering.en.v0.public.000025,ordering,alphabetical_sort,list,normalized_list_v0,"Answer the question. Return only the final answer, with no explanation.

Question: Sort these items alphabetically: red, blue, green.
Answer:"
p05,59,obviousbench.arith.en.v0.public.000027,arithmetic,unit_conversion_and_small_calc,decimal,exact_string_trim_v0,"Answer the question. Return only the final answer, with no explanation.

Question: Convert 750 grams to kilograms.
Answer:"
p05,60,obviousbench.negation.en.v0.public.000035,negation,without_constraint,string,exact_string_trim_v0,"Answer the question. Return only the final answer, with no explanation.

Question: Choose the number that is not greater than 10: 14, 22, 9, 18.
Answer:"
p05,61,obviousbench.negation.en.v0.public.000019,negation,not_choice,multiple_choice,multiple_choice_letter_v0,"Answer the question. Return only the letter of the correct option.

Question: Which item is not a fruit?

A. apple
B. banana
C. carrot
D. pear

Answer:"
p05,62,obviousbench.word_count.en.v0.public.000015,word_count,comma_list_count,integer,word_count_v0,"Answer the question. Return only the final answer, with no explanation.

Question: How many comma-separated values are shown here: red, blue, green, yellow?
Answer:"
p05,63,obviousbench.negation.en.v0.public.000020,negation,not_choice,multiple_choice,multiple_choice_letter_v0,"Answer the question. Return only the letter of the correct option.

Question: Which word is not lowercase?

A. cat
B. dog
C. USA
D. sun

Answer:"
p05,64,obviousbench.arith.en.v0.public.000024,arithmetic,unit_conversion_and_small_calc,decimal,exact_string_trim_v0,"Answer the question. Return only the final answer, with no explanation.

Question: Convert 3 miles to kilometers using 1 mile = 1.609 km.
Answer:"
p05,65,obviousbench.ordering.en.v0.public.000047,ordering,numeric_sort,list,normalized_list_v0,"Answer the question. Return only the final answer, with no explanation.

Question: Sort these numbers from smallest to largest: 3.1, 3.01, 3.2.
Answer:"
p05,66,obviousbench.char_count.en.v0.public.000062,character_count,single_letter_count,integer,exact_integer_extract_first_v0,"Answer the question. Return only the final answer, with no explanation.

Question: How many p's are in responsiveness?
Answer:"
p05,67,obviousbench.constraint.en.v0.public.000028,constraint_awareness,object_must_be_present,multiple_choice,multiple_choice_letter_v0,"Answer the question. Return only the letter of the correct option.

Question: The tailor is next door. If my pants are already pinned for hemming, should I wear shorts there or bring the pinned pants?

A. Wear shorts there
B. Bring the pinned pants
C. Bring only a measuring tape
D. It is impossible

Answer:"
p05,68,obviousbench.word_count.en.v0.public.000036,word_count,comma_list_count,integer,word_count_v0,"Answer the question. Return only the final answer, with no explanation.

Question: How many comma-separated values are shown here: north, south, east, west?
Answer:"
p05,69,obviousbench.constraint.en.v0.public.000032,constraint_awareness,object_must_be_present,multiple_choice,multiple_choice_letter_v0,"Answer the question. Return only the letter of the correct option.

Question: The sunglasses repair kiosk is in the mall. If my sunglasses need a new hinge, should I wear regular glasses and leave the sunglasses behind, or bring the sunglasses?

A. Wear regular glasses and leave the sunglasses behind
B. Bring the sunglasses
C. Bring only the case
D. It is impossible

Answer:"
p05,70,obviousbench.ordering.en.v0.public.000036,ordering,alphabetical_sort,list,normalized_list_v0,"Answer the question. Return only the final answer, with no explanation.

Question: Sort these items alphabetically: pear, apple, banana.
Answer:"
p05,71,obviousbench.spell.en.v0.public.000005,spelling_transform,remove_letter,string,exact_string_trim_v0,"Answer the question. Return only the final answer, with no explanation.

Question: Write necessary without the letter e.
Answer:"
p05,72,obviousbench.char_count.en.v0.public.000008,character_count,single_letter_count,integer,exact_integer_extract_first_v0,"Answer the question. Return only the final answer, with no explanation.

Question: How many r's are in raspberry?
Answer:"
p05,73,obviousbench.format.en.v0.public.000049,format_compliance,exact_json_schema,json,json_exact_field_v0,"Answer the question. Return only the final answer, with no explanation.

Question: Return a JSON object with exactly one key, ""answer"", whose value is ""north"".
Answer:"
p05,74,obviousbench.constraint.en.v0.public.000036,constraint_awareness,object_must_be_present,multiple_choice,multiple_choice_letter_v0,"Answer the question. Return only the letter of the correct option.

Question: The bike shop is around the corner. If my helmet needs a new buckle, should I walk over in a cap or wear or bring the helmet?

A. Walk over in a cap
B. Wear or bring the helmet
C. Bring only the bike
D. It is impossible

Answer:"
p05,75,obviousbench.char_count.en.v0.public.000057,character_count,single_letter_count,integer,exact_integer_extract_first_v0,"Answer the question. Return only the final answer, with no explanation.

Question: How many r's are in terracotta?
Answer:"
p05,76,obviousbench.spell.en.v0.public.000025,spelling_transform,remove_letter,string,exact_string_trim_v0,"Answer the question. Return only the final answer, with no explanation.

Question: Write bookkeeper without the letter e.
Answer:"
p05,77,obviousbench.ordering.en.v0.public.000049,ordering,numeric_sort,list,normalized_list_v0,"Answer the question. Return only the final answer, with no explanation.

Question: Sort these numbers from smallest to largest: 12, 2, 21, 1.
Answer:"
p05,78,obviousbench.char_count.en.v0.public.000029,character_count,single_letter_count,integer,exact_integer_extract_first_v0,"Answer the question. Return only the final answer, with no explanation.

Question: How many g's are in rearrangement?
Answer:"
p05,79,obviousbench.arith.en.v0.public.000020,arithmetic,small_integer_arithmetic,integer,exact_integer_extract_first_v0,"Answer the question. Return only the final answer, with no explanation.

Question: What is 22 + 27 - 2?
Answer:"
p05,80,obviousbench.constraint.en.v0.public.000008,constraint_awareness,object_must_be_present,multiple_choice,multiple_choice_letter_v0,"Answer the question. Return only the letter of the correct option.

Question: The window tinting shop is 100m away. If I want the windows on my car tinted, should I walk there or drive the car there?

A. Walk there
B. Drive the car there
C. Bring only the appointment card
D. It is impossible

Answer:"
